company,profits,rank,revenues,year
Whirlpool,86.6,97,"1,636.9",1974
U.S. Industries,66.9,98,"1,636.8",1974
Johnson & Johnson,148.4,99,"1,611.8",1974
Celanese,81.0,100,"1,609.0",1974
Owens-Illinois,83.5,87,"2,116.4",1975
Textron,105.9,88,"2,113.8",1975
PepsiCo,87.4,89,"2,080.8",1975
FMC,80.9,90,"2,074.1",1975
Wyeth,225.6,91,"2,048.7",1975
Altria Group,175.5,92,"2,042.1",1975
American Motors,27.5,93,"2,000.2",1975
General Mills,75.1,94,"2,000.1",1975
Reynolds Metals,111.1,95,"1,993.2",1975
Goodrich,52.0,96,"1,979.8",1975
NCR,87.2,97,"1,979.0",1975
FMC,108.2,86,"2,291.9",1976
American Motors,-27.5,87,"2,282.2",1976
Owens-Illinois,87.3,88,"2,273.2",1976
Wyeth,250.7,89,"2,258.6",1976
Raytheon,71.0,90,"2,245.4",1976
National Intergroup,58.0,91,"2,241.2",1976
Johnson & Johnson,183.8,92,"2,224.7",1976
Uniroyal,23.0,93,"2,187.6",1976
Chiquita Brands Intl.,10.8,94,"2,186.5",1976
Warner-Lambert,163.9,95,"2,172.3",1976
NCR,72.5,96,"2,165.6",1976
Signal Companies,41.1,97,"2,162.9",1976
Warner-Lambert,159.7,93,"2,349.2",1977
American Motors,-46.3,94,"2,315.5",1977
Uniroyal,20.1,95,"2,314.8",1977
NCR,95.6,96,"2,312.7",1977
FMC,80.2,97,"2,298.4",1977
Burlington Industries Equity,104.9,98,"2,284.6",1977
Chiquita Brands Intl.,16.3,99,"2,276.6",1977
PPG Industries,151.5,100,"2,254.8",1977
Ryerson Tull,158.3,85,"3,248.0",1979
General Mills,135.8,86,"3,243.0",1979
CBS,198.1,87,"3,241.6",1979
Raytheon,150.0,88,"3,239.3",1979
Textron,168.1,89,"3,230.6",1979
Bestfoods,147.3,90,"3,221.8",1979
Farmland Industries,N.A.,91,"3,215.7",1979
General Dynamics,-48.1,92,"3,205.2",1979
Owens-Illinois,85.2,93,"3,111.7",1979
Wyeth,348.4,94,"3,062.6",1979
Dresser Industries,203.9,95,"3,054.0",1979
Iowa Beef Processors,33.6,96,"2,968.1",1979
National Intergroup,60.1,77,"3,138.9",1978
Farmland Industries,N.A.,78,"3,016.4",1978
Signal Companies,101.5,79,"2,964.4",1978
Honeywell Intl.,135.3,80,"2,922.8",1978
Johnson & Johnson,247.3,81,"2,914.1",1978
Honeywell,145.1,82,"2,911.1",1978
General Mills,117.0,83,"2,909.4",1978
Republic Steel,41.0,84,"2,909.4",1978
General Dynamics,103.4,85,"2,901.2",1978
Fortune Brands,157.8,86,"2,892.0",1978
Continental Group,189.2,72,"4,369.7",1980
Borden Chemical,134.0,73,"4,312.5",1980
Charter,365.3,74,"4,249.7",1980
Signal Companies,203.7,75,"4,241.2",1980
National Intergroup,126.5,76,"4,234.5",1980
Iowa Beef Processors,42.7,77,"4,216.4",1980
Johnson & Johnson,352.1,78,"4,211.6",1980
Honeywell,260.5,79,"4,209.5",1980
Sperry,224.1,80,"4,179.3",1980
Litton Industries,188.9,81,"4,086.4",1980
Esmark,471.8,50,"6,108.4",1981
Sealed Air,283.8,51,"6,101.3",1981
3M,678.0,52,"6,079.5",1981
McDonnell Douglas,144.6,53,"6,066.3",1981
PepsiCo,274.0,54,"5,975.2",1981
General Foods,255.8,55,"5,959.6",1981
Coca-Cola,422.1,56,"5,912.6",1981
Gulf & Western Industries,255.3,57,"5,782.8",1981
ARMCO,265.3,58,"5,678.0",1981
Honeywell Intl.,289.0,59,"5,519.0",1981
Deere,228.3,60,"5,469.8",1981
Lockheed Martin,27.6,61,"5,395.7",1981
Sara Lee,127.7,62,"5,342.9",1981
Union Pacific,410.7,56,"6,374.7",1982
Lockheed Martin,-288.8,57,"6,232.7",1982
Coca-Cola,481.8,58,"6,129.3",1982
Coastal,-96.4,59,"5,909.7",1982
Nabisco Brands,266.3,60,"5,819.2",1982
Gulf & Western Industries,290.9,61,"5,702.5",1982
Raytheon,324.0,62,"5,636.2",1982
Sara Lee,140.3,63,"5,614.1",1982
Farmland Industries,N.A.,64,"5,503.3",1982
Deere,251.0,65,"5,446.7",1982
Sperry,313.0,66,"5,427.2",1982
Amerada Hess,168.7,40,"8,342.6",1983
PepsiCo,224.3,41,"7,499.0",1983
Rockwell Automation,331.6,42,"7,395.4",1983
McDonnell Douglas,214.7,43,"7,331.3",1983
3M,631.0,44,"6,601.0",1983
Caterpillar,-180.0,45,"6,469.0",1983
General Dynamics,132.8,46,"6,352.6",1983
Monsanto,352.0,47,"6,325.0",1983
Coca-Cola,512.2,48,"6,249.7",1983
Honeywell Intl.,272.0,49,"6,167.0",1983
Sealed Air,319.5,50,"6,127.6",1983
Goodyear Tire & Rubber,305.5,32,"9,735.8",1984
Kraft,435.1,33,"9,714.0",1984
CBS,449.0,34,"9,532.6",1984
Altria Group,903.5,35,"9,465.6",1984
Beatrice,43.2,36,"9,188.2",1984
Union Carbide,79.2,37,"9,001.1",1984
Xerox,466.4,38,"8,463.5",1984
Amerada Hess,205.3,39,"8,368.9",1984
Union Pacific,296.9,40,"8,352.6",1984
General Foods,288.5,41,"8,256.4",1984
McDonnell Douglas,274.9,42,"8,111.0",1984
Dow Chemical,585.0,25,"11,418.0",1985
Honeywell Intl.,488.0,26,"10,864.0",1985
Unocal,700.4,27,"10,838.4",1985
Eastman Kodak,923.0,28,"10,600.0",1985
Boeing,787.0,29,"10,354.0",1985
CBS,535.9,30,"10,264.5",1985
Goodyear Tire & Rubber,411.0,31,"10,240.8",1985
Altria Group,888.5,32,"10,137.8",1985
Kraft,455.8,33,"9,758.7",1985
McDonnell Douglas,325.3,34,"9,662.6",1985
Union Carbide,323.0,35,"9,508.0",1985
Marathon Oil,409.0,15,"18,429.0",1986
United Technologies,312.7,16,"15,748.7",1986
ConocoPhillips,418.0,17,"15,676.0",1986
Tenneco Automotive,172.0,18,"15,400.0",1986
Occidental Petroleum,696.0,19,"14,534.4",1986
Sunoco,527.0,20,"13,769.0",1986
Boeing,566.0,21,"13,636.0",1986
Procter & Gamble,635.0,22,"13,552.0",1986
Nabisco Group Holdings,"1,001.0",23,"13,533.0",1986
BP America,308.0,24,"13,002.0",1986
ITT Industries,293.5,25,"12,714.3",1986
Beatrice,479.0,26,"12,595.0",1986
Nabisco Brands,33.9,97,578.4,1964
White Motor,15.5,98,572.4,1964
Beatrice,13.0,99,569.5,1964
Reynolds Metals,27.8,100,565.6,1964
Deere,42.6,99,"1,030.5",1969
OfficeMax,45.4,100,"1,026.5",1969
Weyerhaeuser,60.3,98,886.6,1968
Carnation,31.8,99,879.2,1968
Genesco,25.2,100,872.1,1968
Whirlpool,50.4,100,"1,274.5",1972
Getty Oil,81.2,100,"1,405.3",1973
General Dynamics,52.9,98,"1,968.4",1975
Johnson & Johnson,161.6,99,"1,937.2",1975
Raytheon,57.8,100,"1,928.9",1975
General Dynamics,84.5,98,"2,160.0",1976
Ryerson Tull,83.3,99,"2,107.4",1976
Carnation,88.5,100,"2,075.3",1976
FMC,140.9,97,"2,912.8",1979
Warner-Lambert,207.9,98,"2,878.5",1979
Reynolds Metals,117.8,99,"2,829.3",1979
PPG Industries,132.1,100,"2,794.0",1979
Sara Lee,88.1,87,"2,891.9",1978
Bestfoods,132.9,88,"2,869.8",1978
Raytheon,113.2,89,"2,818.3",1978
Textron,136.9,90,"2,802.2",1978
CBS,182.0,91,"2,776.3",1978
Owens-Illinois,91.3,92,"2,767.3",1978
Wyeth,306.2,93,"2,685.1",1978
Ryerson Tull,87.8,94,"2,681.6",1978
Uniroyal,34.8,95,"2,581.9",1978
Warner-Lambert,187.6,96,"2,542.7",1978
Lockheed Martin,56.5,82,"4,069.8",1980
General Dynamics,185.2,83,"4,059.6",1980
Union Pacific,382.5,84,"3,989.5",1980
Republic Steel,121.2,85,"3,987.4",1980
Champion International,247.1,86,"3,907.9",1980
Farmland Industries,N.A.,87,"3,835.7",1980
Bendix,162.6,88,"3,828.7",1980
Fortune Brands,347.3,89,"3,772.2",1980
General Mills,147.0,90,"3,745.0",1980
Whitman,173.7,91,"3,734.6",1980
Raytheon,197.2,92,"3,727.9",1980
Bestfoods,178.7,93,"3,698.7",1980
Alcoa,469.9,63,"5,147.6",1981
Colgate-Palmolive,173.2,64,"5,130.5",1981
Continental Group,224.8,65,"5,119.5",1981
Coastal,109.5,66,"5,089.9",1981
International Paper,314.0,67,"5,042.9",1981
Georgia-Pacific,244.0,68,"5,016.0",1981
Raytheon,282.3,69,"5,002.1",1981
TRW,211.9,70,"4,984.0",1981
Honeywell,293.5,71,"4,924.7",1981
Ralston Purina,163.0,72,"4,886.0",1981
Firestone Tire & Rubber,-105.9,73,"4,850.5",1981
Georgia-Pacific,160.0,67,"5,414.0",1982
Johnson & Johnson,467.6,68,"5,399.0",1982
Honeywell,259.3,69,"5,351.2",1982
Signal Companies,214.0,70,"5,342.6",1982
TRW,228.8,71,"5,285.1",1982
Colgate-Palmolive,208.4,72,"5,261.4",1982
Ralston Purina,174.8,73,"5,233.8",1982
Continental Group,242.2,74,"5,194.4",1982
Charter,7.7,75,"5,064.7",1982
General Dynamics,124.1,76,"5,063.4",1982
Sara Lee,156.7,51,"6,039.3",1983
Nabisco Brands,314.7,52,"5,871.1",1983
Union Pacific,326.8,53,"5,818.3",1983
Coastal,65.6,54,"5,799.4",1983
Johnson & Johnson,473.4,55,"5,760.9",1983
Lockheed Martin,207.3,56,"5,613.0",1983
Sperry,221.8,57,"5,571.4",1983
Raytheon,318.8,58,"5,513.4",1983
Honeywell,272.9,59,"5,490.4",1983
Gulf & Western Industries,168.6,60,"5,486.3",1983
ARMCO,-345.1,61,"5,427.9",1983
Rockwell Automation,389.1,43,"8,097.9",1984
PepsiCo,284.1,44,"7,895.9",1984
Ashland,102.8,45,"7,852.3",1984
General Dynamics,286.6,46,"7,146.3",1984
3M,667.0,47,"7,039.0",1984
Coca-Cola,558.8,48,"6,991.0",1984
Sara Lee,171.3,49,"6,572.3",1984
Lockheed Martin,262.8,50,"6,490.3",1984
Georgia-Pacific,105.0,51,"6,469.0",1984
Monsanto,402.0,52,"6,299.0",1984
Beatrice,433.0,36,"9,327.0",1985
Rockwell Automation,496.5,37,"9,322.1",1985
Xerox,290.5,38,"8,971.3",1985
General Foods,317.1,39,"8,599.8",1985
PepsiCo,212.5,40,"8,428.0",1985
Amerada Hess,170.5,41,"8,277.2",1985
Ashland,-172.5,42,"8,252.6",1985
Lockheed Martin,344.1,43,"8,113.4",1985
General Dynamics,381.7,44,"7,839.0",1985
3M,773.0,45,"7,705.0",1985
Coca-Cola,628.8,46,"7,364.0",1985
Georgia-Pacific,119.0,47,"7,128.0",1985
Altria Group,"1,255.0",27,"12,149.0",1986
Dow Chemical,58.0,28,"11,537.0",1986
McDonnell Douglas,345.7,29,"11,477.7",1986
Rockwell Automation,595.3,30,"11,337.6",1986
Unocal,325.0,31,"10,738.0",1986
CBS,605.3,32,"10,700.2",1986
Eastman Kodak,332.0,33,"10,631.0",1986
Kraft,466.1,34,"9,942.3",1986
Goodyear Tire & Rubber,412.4,35,"9,896.7",1986
Lockheed Martin,401.0,36,"9,535.0",1986
Honeywell Intl.,-279.0,37,"9,115.0",1986
Dresser Industries,185.1,97,"2,538.8",1978
NCR,143.6,98,"2,521.6",1978
PPG Industries,91.7,99,"2,505.8",1978
Chiquita Brands Intl.,7.5,100,"2,421.9",1978
CBS,200.7,94,"3,670.4",1980
Ryerson Tull,131.1,95,"3,635.2",1980
Owens-Illinois,133.5,96,"3,504.3",1980
Chiquita Brands Intl.,21.4,97,"3,470.2",1980
Dresser Industries,228.0,98,"3,457.4",1980
Wyeth,396.0,99,"3,401.3",1980
Textron,169.8,100,"3,393.0",1980
Johnson & Johnson,400.7,74,"4,837.4",1981
Union Pacific,404.5,75,"4,831.7",1981
American Can,85.7,76,"4,812.2",1981
Sperry,277.1,77,"4,785.4",1981
Greyhound,118.3,78,"4,766.1",1981
General Dynamics,195.0,79,"4,742.7",1981
Farmland Industries,N.A.,80,"4,725.1",1981
Iowa Beef Processors,53.2,81,"4,639.5",1981
Borden Chemical,147.9,82,"4,595.8",1981
Weyerhaeuser,278.0,83,"4,535.8",1981
Charter,50.2,84,"4,518.1",1981
International Paper,525.0,77,"4,983.4",1982
Alcoa,296.2,78,"4,977.5",1982
Litton Industries,311.6,79,"4,942.8",1982
General Mills,196.6,80,"4,852.4",1982
American Can,76.7,81,"4,836.4",1982
Greyhound,138.2,82,"4,699.1",1982
Dresser Industries,316.6,83,"4,614.5",1982
Weyerhaeuser,228.3,84,"4,501.5",1982
Borden Chemical,159.9,85,"4,415.2",1982
Bendix,452.8,86,"4,393.1",1982
Republic Steel,190.1,87,"4,382.1",1982
Georgia-Pacific,153.0,62,"5,402.0",1983
General Mills,225.5,63,"5,312.1",1983
Bethlehem Steel,"-1,469.6",64,"5,260.3",1983
LTV,-154.9,65,"5,194.6",1983
TRW,196.3,66,"5,131.9",1983
Continental Group,180.2,67,"4,979.0",1983
Litton Industries,315.0,68,"4,941.8",1983
Signal Companies,113.2,69,"4,935.6",1983
Colgate-Palmolive,196.9,70,"4,888.0",1983
Ralston Purina,69.1,71,"4,878.4",1983
McDermott,213.4,72,"4,843.2",1983
Navistar International,"-1,638.2",73,"4,725.1",1983
Alcoa,10.8,74,"4,647.6",1983
Deere,52.9,75,"4,608.2",1983
Sealed Air,159.7,53,"6,219.5",1984
Signal Companies,103.0,54,"6,151.0",1984
Anheuser-Busch,348.0,55,"6,034.2",1984
Nabisco Brands,322.6,56,"5,985.2",1984
Johnson & Johnson,489.0,57,"5,972.9",1984
Coastal,93.7,58,"5,963.1",1984
Raytheon,300.1,59,"5,937.3",1984
Honeywell,231.2,60,"5,753.1",1984
Charter,53.9,61,"5,565.6",1984
General Mills,245.1,62,"5,550.8",1984
LTV,-378.2,48,"7,046.1",1985
Sara Lee,188.4,49,"7,000.3",1985
Sealed Air,195.6,50,"6,727.8",1985
Monsanto,439.0,51,"6,691.0",1985
Caterpillar,-428.0,52,"6,576.0",1985
Anheuser-Busch,391.5,53,"6,501.2",1985
Nabisco Brands,308.9,54,"6,253.1",1985
Coastal,101.7,55,"6,225.4",1985
Honeywell,239.0,56,"6,138.3",1985
General Foods,324.9,38,"9,022.4",1986
Union Carbide,-581.0,39,"9,003.0",1986
Xerox,475.3,40,"8,947.6",1986
PepsiCo,543.7,41,"8,478.9",1986
General Dynamics,383.3,42,"8,410.6",1986
LTV,-723.9,43,"8,198.8",1986
Coca-Cola,722.3,44,"8,138.9",1986
Sara Lee,206.3,45,"8,117.2",1986
Ashland,146.7,46,"7,891.2",1986
3M,664.0,47,"7,846.0",1986
Amerada Hess,-260.4,48,"7,653.4",1986
Sealed Air,146.9,49,"7,260.1",1986
Coastal,142.4,50,"7,254.3",1986
Signal Companies,167.7,85,"4,285.3",1981
Fortune Brands,405.5,86,"4,276.5",1981
Bendix,191.6,87,"4,270.4",1981
Litton Industries,290.8,88,"4,246.5",1981
General Mills,170.0,89,"4,170.3",1981
Whitman,120.7,90,"4,141.6",1981
Bestfoods,197.4,91,"4,120.3",1981
Texas Instruments,212.2,92,"4,074.7",1981
Dresser Industries,261.1,93,"4,016.3",1981
CBS,193.0,94,"3,962.9",1981
Owens-Illinois,149.4,95,"3,905.7",1981
Firestone Tire & Rubber,135.0,88,"4,361.0",1982
Bestfoods,218.4,89,"4,343.1",1982
BATUS,179.7,90,"4,245.5",1982
Texas Instruments,108.5,91,"4,206.0",1982
Whitman,134.4,92,"4,194.5",1982
Wyeth,497.3,93,"4,131.2",1982
National Intergroup,86.1,94,"4,062.3",1982
Chiquita Brands Intl.,29.4,95,"4,058.4",1982
Fortune Brands,386.1,96,"4,039.1",1982
Champion International,101.4,97,"4,004.0",1982
Wyeth,560.1,76,"4,582.1",1983
Anheuser-Busch,287.3,77,"4,576.6",1983
Greyhound,103.1,78,"4,525.6",1983
Texas Instruments,144.0,79,"4,326.6",1983
Control Data,155.1,80,"4,292.0",1983
Hewlett-Packard,383.0,81,"4,254.0",1983
Weyerhaeuser,168.9,82,"4,186.2",1983
Dresser Industries,172.3,83,"4,160.6",1983
Borden Chemical,165.9,84,"4,111.3",1983
Unisys,117.6,85,"4,095.3",1983
TRW,205.2,63,"5,493.0",1984
Caterpillar,-345.0,64,"5,424.0",1984
Alcoa,174.2,65,"5,263.4",1984
Sperry,118.1,66,"5,076.0",1984
Gulf & Western Industries,-212.1,67,"5,072.5",1984
Continental Group,199.0,68,"4,942.0",1984
Bethlehem Steel,-163.5,69,"4,898.2",1984
Weyerhaeuser,204.8,70,"4,882.6",1984
Ralston Purina,256.0,71,"4,872.4",1984
Colgate-Palmolive,197.8,72,"4,864.8",1984
Johnson & Johnson,514.5,57,"6,124.5",1985
Raytheon,243.2,58,"6,104.2",1985
TRW,266.8,59,"6,061.7",1985
Hewlett-Packard,665.0,60,"6,044.0",1985
Signal Companies,285.0,61,"6,005.0",1985
Alcoa,256.0,62,"5,750.8",1985
Texas Instruments,316.0,63,"5,741.6",1985
General Mills,233.4,64,"5,600.8",1985
Digital Equipment,328.8,65,"5,584.4",1985
Weyerhaeuser,226.2,66,"5,549.7",1985
Anheuser-Busch,443.7,51,"7,000.3",1986
Caterpillar,198.0,52,"6,769.0",1986
Monsanto,-98.0,53,"6,747.0",1986
Georgia-Pacific,187.0,54,"6,716.0",1986
Digital Equipment,446.7,55,"6,686.3",1986
Honeywell,281.6,56,"6,624.6",1986
TRW,-7.1,57,"6,615.3",1986
Hewlett-Packard,489.0,58,"6,505.0",1986
Johnson & Johnson,613.7,59,"6,421.3",1986
Wyeth,445.9,96,"3,798.5",1981
Chiquita Brands Intl.,31.1,97,"3,762.6",1981
Republic Steel,51.0,98,"3,760.0",1981
Champion International,147.1,99,"3,752.7",1981
National Intergroup,83.8,100,"3,706.7",1981
Owens-Illinois,154.1,98,"3,943.3",1982
Anheuser-Busch,217.4,99,"3,847.2",1982
Agway,N.A.,100,"3,828.3",1982
Bendix,132.8,86,"4,092.1",1983
Bestfoods,231.6,87,"4,091.5",1983
Charter,35.3,88,"4,063.6",1983
American Can,-132.9,89,"4,063.4",1983
Fortune Brands,381.2,90,"4,025.8",1983
International Paper,171.8,91,"4,015.2",1983
Warner Communications,257.8,92,"3,990.0",1983
Chiquita Brands Intl.,2.8,93,"3,972.5",1983
Whitman,47.6,94,"3,925.5",1983
Digital Equipment,417.2,95,"3,880.8",1983
Firestone Tire & Rubber,6.0,96,"3,869.0",1983
Agway,N.A.,97,"3,833.0",1983
Motorola,178.0,98,"3,785.8",1983
Kerr-McGee,209.8,99,"3,777.2",1983
Wyeth,627.2,73,"4,856.5",1984
Litton Industries,231.6,74,"4,719.2",1984
Hewlett-Packard,432.0,75,"4,710.0",1984
Control Data,161.7,76,"4,582.8",1984
Texas Instruments,-145.4,77,"4,579.8",1984
LTV,-180.7,78,"4,577.8",1984
Fortune Brands,390.3,79,"4,436.5",1984
International Paper,254.9,80,"4,357.1",1984
Motorola,244.0,81,"4,328.0",1984
Unisys,196.9,82,"4,296.5",1984
Motorola,387.0,67,"5,534.0",1985
Bethlehem Steel,-112.5,68,"5,392.1",1985
Sperry,216.2,69,"5,237.9",1985
Champion International,-6.0,70,"5,121.1",1985
Control Data,31.6,71,"5,026.9",1985
Ralston Purina,242.7,72,"4,980.1",1985
Colgate-Palmolive,71.5,73,"4,910.0",1985
Archer Daniels Midland,117.7,74,"4,907.0",1985
Litton Industries,313.4,75,"4,899.5",1985
Unisys,244.9,76,"4,808.3",1985
Raytheon,375.9,60,"6,408.5",1986
Ralston Purina,256.4,61,"5,863.9",1986
Champion International,163.1,62,"5,769.8",1986
Sperry,286.7,63,"5,687.2",1986
General Mills,-72.9,64,"5,654.1",1986
ConAgra Foods,91.7,65,"5,498.2",1986
Motorola,72.0,66,"5,443.0",1986
Whitman,162.8,67,"5,292.1",1986
Weyerhaeuser,200.1,68,"5,205.6",1986
Alcoa,-16.6,69,"5,162.7",1986
Bethlehem Steel,-196.0,70,"5,117.7",1986
General Motors,"2,944.7",1,"102,813.7",1987
Exxon Mobil,"5,360.0",2,"69,888.0",1987
Ford Motor,"3,285.1",3,"62,715.8",1987
Land O'Lakes,N.A.,100,"3,770.1",1983
Archer Daniels Midland,110.2,83,"4,292.0",1984
Digital Equipment,283.6,84,"4,271.9",1984
Borden Chemical,189.1,85,"4,264.8",1984
Champion International,82.2,86,"4,264.0",1984
ARMCO,-672.5,87,"4,164.6",1984
Esmark,117.3,88,"4,037.4",1984
Maxus Energy,-56.2,89,"4,026.1",1984
Bestfoods,136.2,90,"4,010.9",1984
Time Warner,168.9,91,"3,990.4",1984
Deere,23.3,92,"3,967.9",1984
Bristol-Myers Squibb,408.0,93,"3,917.0",1984
Martin Marietta,141.3,94,"3,899.3",1984
Firestone Tire & Rubber,111.0,95,"3,866.0",1984
Whitman,92.7,96,"3,864.1",1984
Gulf & Western Industries,259.9,77,"4,805.6",1985
Wyeth,682.1,78,"4,804.3",1985
Navistar International,-55.4,79,"4,802.3",1985
International Paper,120.1,80,"4,715.6",1985
Borden Chemical,191.4,81,"4,568.0",1985
ARMCO,-295.0,82,"4,543.1",1985
Maxus Energy,242.2,83,"4,483.2",1985
Fortune Brands,414.1,84,"4,475.0",1985
Martin Marietta,-191.8,85,"4,416.5",1985
Northrop Grumman,214.4,71,"5,056.6",1986
Unisys,248.2,72,"5,037.7",1986
Colgate-Palmolive,109.4,73,"5,019.7",1986
Textron,251.8,74,"4,990.5",1986
Texas Instruments,-118.7,75,"4,924.5",1986
Archer Daniels Midland,163.9,76,"4,738.8",1986
Borden Chemical,193.8,77,"4,716.2",1986
Fortune Brands,420.9,78,"4,692.4",1986
Wyeth,717.1,79,"4,684.7",1986
Pillsbury,191.8,80,"4,670.6",1986
Emerson Electric,401.1,81,"4,649.2",1986
Intl. Business Machines,"4,789.0",4,"51,250.0",1987
Mobil,"1,407.0",5,"44,866.0",1987
General Electric,"2,492.0",6,"35,211.0",1987
AT&T,139.0,7,"34,087.0",1987
Texaco,725.0,8,"31,613.0",1987
DuPont,"1,538.0",9,"27,148.0",1987
ChevronTexaco,715.0,10,"24,351.0",1987
Chrysler,"1,403.6",11,"22,513.5",1987
Altria Group,"1,478.0",12,"20,681.0",1987
Amoco,747.0,13,"18,281.0",1987
Nabisco Group Holdings,"1,064.0",14,"16,998.0",1987
Shell Oil,883.0,15,"16,833.0",1987
North American Philips,95.7,97,"3,799.8",1984
Agway,N.A.,98,"3,768.2",1984
Pfizer,447.1,99,"3,750.0",1984
H.J. Heinz,214.2,100,"3,738.4",1984
Deere,104.9,86,"4,399.2",1985
Bestfoods,193.4,87,"4,373.3",1985
North American Philips,131.0,88,"4,326.0",1985
PPG Industries,302.6,89,"4,242.0",1985
Whitman,122.8,90,"4,233.7",1985
American Motors,15.5,91,"4,215.2",1985
Bristol-Myers Squibb,472.4,92,"4,189.4",1985
Emerson Electric,349.2,93,"4,178.8",1985
Pillsbury,169.8,94,"4,172.3",1985
Firestone Tire & Rubber,102.0,95,"4,161.0",1985
Litton Industries,299.5,82,"4,590.6",1986
International Paper,133.0,83,"4,502.0",1986
Bristol-Myers Squibb,531.4,84,"4,444.0",1986
Martin Marietta,249.4,85,"4,410.1",1986
North American Philips,81.5,86,"4,395.2",1986
Farmland Industries,N.A.,87,"4,371.0",1986
PPG Industries,302.7,88,"4,345.5",1986
NCR,315.2,89,"4,317.2",1986
Bestfoods,142.0,90,"4,209.9",1986
Dresser Industries,-196.4,91,"4,111.2",1986
ARMCO,55.0,92,"4,106.7",1986
Boeing,665.0,16,"16,341.0",1987
United Technologies,72.7,17,"15,669.2",1987
Procter & Gamble,709.0,18,"15,439.0",1987
Occidental Petroleum,181.1,19,"15,344.1",1987
Atlantic Richfield,615.1,20,"14,585.8",1987
Tenneco Automotive,-39.0,21,"14,558.0",1987
Marathon Oil,"-1,833.0",22,"14,000.0",1987
McDonnell Douglas,277.5,23,"12,660.6",1987
Rockwell Automation,611.2,24,"12,295.7",1987
Honeywell Intl.,605.0,25,"11,794.0",1987
General Motors,"3,551.0",1,"101,782.0",1988
Exxon Mobil,"4,840.0",2,"76,416.0",1988
Agway,N.A.,96,"4,101.5",1985
NCR,342.6,97,"4,074.3",1985
H.J. Heinz,237.5,98,"3,953.8",1985
BorgWarner,206.1,99,"3,915.6",1985
American Cyanamid,215.9,100,"3,856.7",1985
Maxus Energy,-604.7,93,"4,101.8",1986
Kimberly-Clark,267.1,94,"4,072.9",1986
Agway,N.A.,95,"4,067.2",1986
Deere,30.5,96,"4,060.6",1986
H.J. Heinz,266.0,97,"4,047.9",1986
American Motors,-125.3,98,"4,039.9",1986
Pfizer,579.7,99,"4,024.5",1986
Campbell Soup,197.8,100,"3,988.7",1986
Eastman Kodak,374.0,26,"11,550.0",1987
Dow Chemical,732.0,27,"11,113.0",1987
CBS,670.8,28,"10,731.0",1987
Goodyear Tire & Rubber,124.1,29,"10,327.7",1987
Lockheed Martin,408.0,30,"10,273.0",1987
ConocoPhillips,228.0,31,"9,786.0",1987
Xerox,465.0,32,"9,377.0",1987
Sunoco,385.0,33,"9,376.0",1987
PepsiCo,457.5,34,"9,290.8",1987
BP America,-345.0,35,"9,219.0",1987
General Dynamics,-52.5,36,"9,211.4",1987
Ford Motor,"4,625.0",3,"71,643.0",1988
Intl. Business Machines,"5,258.0",4,"54,217.0",1988
Mobil,"1,258.0",5,"51,223.0",1988
General Electric,"2,915.0",6,"39,315.0",1988
Texaco,"-4,407.0",7,"34,372.0",1988
AT&T,"2,044.0",8,"33,598.0",1988
DuPont,"1,786.0",9,"30,468.0",1988
Chrysler,"1,290.0",10,"26,258.0",1988
ChevronTexaco,"1,007.0",11,"26,015.0",1988
Altria Group,"1,842.0",12,"22,279.0",1988
Shell Oil,"1,230.0",13,"20,852.0",1988
Amoco,"1,360.0",14,"20,174.0",1988
United Technologies,592.0,15,"17,170.0",1988
General Motors,"4,856.0",1,"121,085.0",1989
Ford Motor,"5,300.0",2,"92,446.0",1989
Exxon Mobil,"5,260.0",3,"79,557.0",1989
Intl. Business Machines,"5,806.0",4,"59,681.0",1989
Kraft,413.2,37,"8,742.2",1987
Coca-Cola,934.3,38,"8,668.6",1987
3M,779.0,39,"8,602.0",1987
Sara Lee,223.5,40,"7,937.7",1987
ITT Industries,493.7,41,"7,895.5",1987
Union Carbide,496.0,42,"7,828.0",1987
Anheuser-Busch,518.0,43,"7,677.2",1987
Digital Equipment,617.4,44,"7,590.4",1987
Unocal,176.0,45,"7,482.0",1987
Unisys,-43.4,46,"7,432.4",1987
Caterpillar,76.0,47,"7,321.0",1987
Raytheon,393.2,48,"7,308.0",1987
LTV,"-3,251.6",49,"7,271.4",1987
Georgia-Pacific,296.0,50,"7,223.0",1987
Hewlett-Packard,516.0,51,"7,102.0",1987
Occidental Petroleum,240.0,16,"17,096.0",1988
Procter & Gamble,327.0,17,"17,000.0",1988
Atlantic Richfield,"1,224.0",18,"16,281.0",1988
Nabisco Group Holdings,"1,209.0",19,"15,868.0",1988
Boeing,480.0,20,"15,355.0",1988
Tenneco Automotive,-218.0,21,"15,075.0",1988
BP America,564.0,22,"14,611.0",1988
Marathon Oil,219.0,23,"13,898.0",1988
General Electric,"3,386.0",5,"49,414.0",1989
Mobil,"2,087.0",6,"48,198.0",1989
Chrysler,"1,050.0",7,"35,473.0",1989
Texaco,"1,304.0",8,"33,544.0",1989
DuPont,"2,190.0",9,"32,514.0",1989
Altria Group,"2,337.0",10,"25,860.0",1989
ChevronTexaco,"1,768.0",11,"25,196.0",1989
Amoco,"2,063.0",12,"21,150.0",1989
Shell Oil,"1,239.0",13,"21,070.0",1989
